ID,Inventor,Recency,Frequency,Monetary
2374,N·梅勒普迪,574,1,0.32789297259062483
2375,N·梅赫拉比,413,1,0.32138137470211575
2376,N·梅迪内,1575,1,0.37788464621255563
2377,N·比尔哈尔斯,875,1,0.3287517790236543
2378,N·申塔内斯,364,1,0.3986687312314728
2379,N·科赫,80,1,0.5642067322750104
2380,N·穆哈辛,269,9,0.47209809494032956
2381,N·米兹拉希,1134,1,0.32606680639985397
2382,N·米兹腊伊,658,1,0.3572464919997657
2383,N·米勒,1862,1,0.34090351648881845
2384,N·米斯特里,444,2,0.41519762917842784
2385,N·米诺尤-埃安什,3292,1,0.40800239978606406
2386,N·米诺尤-埃纳凯,1869,1,0.5758794926920837
2387,N·索默尔,84,1,0.3623792785267718
2388,N·维诺库罗夫,224,2,0.4314324548933807
2389,N·耶泽尔舍克,1501,1,0.3843054562513272
2390,N·肖拉克哈利加,87,3,0.6009188666231458
2391,N·莫里卡尔,420,1,0.3654868316917114
2392,N·萨蒂安,59,1,0.7417655317857441
2393,N·费尔菲尔德,119,1,0.3353942715625512
2394,N·费杜洛,1837,1,0.41215190099639837
2395,N·贾纳基拉曼,210,1,0.34000184760862306
2396,N·辛格拉,833,1,0.4009628166494789
2397,N·铃木,1652,1,0.3461724371648811
2398,N·阿户加,854,1,0.3262428698061144
2399,N·马修,1078,1,0.35742503792606656
2400,N·马塔姆,17,3,0.5614029489561679
2401,N·马拉雅特,217,1,0.497503864298017
2402,N·黑梅尔,903,1,0.4036267962727515
2403,N·齐赫,1393,1,0.33421383637384183
2404,O-E·巴尔布,311,5,0.41488824830631704
2405,O-P.斯卡克斯鲁,1995,1,0.3652718090268305
2406,O-P.斯卡斯鲁,773,16,0.542065650570869
2407,O-P·斯卡克斯鲁德,227,6,0.47152243979707853
2408,O.D.凯拉夫,1284,4,0.39043260408376146
2409,O.埃坦,931,1,0.3424069232117099
2410,O.布兰,1228,1,0.8607668723733191
2411,O.弗里德曼,1053,2,0.5290143258131386
2412,O.斯卡克斯鲁,2177,1,0.9015256220605707
2413,O.斯普朱斯,584,1,0.8475848060025049
2414,O.施温特,2432,1,0.3391185643309932
2415,O.朗曼,577,1,0.3524073359828327
2416,O.罗尔,2453,1,0.5146079994239784
2417,O.迪亚拉梅,4104,1,0.6501729683654239
2418,O·A·赫尔南德斯,1204,1,0.691481642467444
2419,O·D·凯拉夫,119,1,0.3367788937944226
2420,O·J·皮拉南,889,1,0.5366433897633943
2421,O·M·杰罗明,2037,1,0.45412157646728524
2422,O·N·普斯库尔,490,1,0.3856008221099915
2423,O·S·王,2149,1,0.3632756384051421
2424,O·内策尔,1802,1,0.3246286895911543
2425,O·冈萨雷斯,1060,1,0.9799093772285911
2426,O·加洛,651,2,0.4525606133546245
2427,O·哈尔,511,2,0.5656829010520945
2428,O·埃坦,231,2,0.45658632166016455
2429,O·尖霍尼,514,1,0.5718994491551181
2430,O·布兰,1662,1,0.30947467936476925
2431,O·帕特兹,1837,1,0.4052077834718938
2432,O·弗里德曼,185,3,0.5023707121113863
2433,O·拉尔森,574,1,0.6449133186774306
2434,O·提拉,353,1,0.36191678429838287
2435,O·斯卡克斯鲁,917,6,0.4350725342251725
2436,O·斯滕瓦尔,1624,1,0.40027385649767827
2437,O·斯考尔卡,637,1,0.6490673219049286
2438,O·斯通曼,1963,1,0.44643475742055794
2439,O·朗,1442,2,0.5507040655316429
2440,O·朗文,245,1,0.43252945021437234
2441,O·朗曼,1529,2,0.3945795116197346
2442,O·比勒,28,1,0.4165707835706579
2443,O·比尔勒,1515,3,0.3915918625175905
2444,O·沙利塔,861,1,0.333367164216946
2445,O·波戈雷利克,850,1,0.3560565506309435
2446,O·波格列里克,1008,1,0.32604904133592466
2447,O·泰尔沃,154,1,0.3463528651694491
2448,O·皮瑞南,829,1,0.473824834169276
2449,O·米勒,4720,1,0.4782152444251416
2450,O·苏赫,161,1,0.3561500102489954
2451,O·西尼亚维斯基,3250,1,0.36976548473154547
2452,O·达维尼翁,3593,1,0.3355240430001109
2453,O·迈尔,546,2,0.39402362974527516
2454,O·霍夫曼,28,1,0.32195885578369143
2455,O·马基什,206,2,0.532905398450719
2456,O·黑尔曼,301,1,0.3587088118275846
2457,O·齐姆霍尼,329,1,0.9904540332709051
2458,O·齐穆霍尼,1407,1,0.8859010991930489
2459,P-H·阔,308,2,0.4592856464275959
2460,P-Y.德罗兹,1092,5,0.4417074384876038
2461,P.A.亚当,1004,2,0.6206077621921902
2462,P.A.威尔比克,1424,1,0.6275105604671654
2463,P.C.J.维尔钦斯基,402,1,0.3341158130867285
2464,P.C.隆布罗佐,2012,1,0.36414824312464034
2465,P.乔希,616,2,0.38477584884851784
2466,P.兰加拉扬,497,1,0.550209097874067
2467,P.内梅克,1536,1,0.5080129795281324
2468,P.卡尔普拉斯,1099,1,0.5258601282971622
2469,P.古普塔,749,2,0.5973395006680413
2470,P.帕拉尼萨米,1263,2,0.519439426011631
2471,P.扬彻,808,1,0.30730199038629435
2472,P.施利克特,1732,1,0.5216855818349502
2473,P.施米茨,822,1,0.6712638618744624
2474,P.施莫德尔,2830,1,0.46529831031758073
2475,P.法拉普尔,2065,1,0.4267025811873941
2476,P.科利杰恩,1365,1,0.8285337063740011
2477,P.科塔,2002,1,0.40083533220547474
2478,P.科宁,1421,2,0.5030885422395946
2479,P.胡梅尔,2149,1,0.7863289507482437
2480,P.赖尔哈克,2900,1,0.49777591725540027
2481,P.迭戈雷格拉,364,1,0.35827071892657236
2482,P.阿历山大,2110,1,0.5
2483,P.阿夫拉姆,574,1,0.35410863537207476
2484,P·A·K·A·贾亚库马尔,14,1,0.5668017191016067
2485,P·A·亚当,56,6,0.5322905794820861
2486,P·A·凯斯勒,2606,1,0.7276198158352141
2487,P·A·拉伊,1183,1,0.9500063386743949
2488,P·A·拉弗拉塔,815,1,0.386066165175448
2489,P·A·瑟多喜斯,2453,1,0.4328467995007535
2490,P·A·西奥多斯,2443,1,0.35217689213247644
2491,P·A·西奥多西斯,2037,1,0.32862808448591396
2492,P·C·戴维斯,3369,2,0.3679861318290482
2493,P·G·奥塔内斯,637,1,0.3752711348001127
2494,P·G·奥塔内茨,689,1,0.3661631523045674
2495,P·G·特帕格尼尔,3460,2,0.34569381499327256
2496,P·G·迪尔,1141,1,0.3471029589134246
2497,P·J·C·范德维尔,920,1,0.8230688442711225
2498,P·J·罗格斯,385,2,0.501016395655153
2499,P·J·贾尔斯,2187,1,0.7553719686733084
2500,P·K·B·Y·纳加,24,1,0.5616293619840836
2501,P·K·娜米妮,1981,1,0.3876526156612825
2502,P·K·普拉萨德,126,3,0.6054289071752801
2503,P·K·皮利,756,1,0.77954310569442
2504,P·L·希梅尔,2697,1,0.3949398788247009
2505,P·L·谷阿尼佐,1582,1,0.42556274038180913
2506,P·M·佩拉南达姆,413,1,0.5834292470777711
2507,P·M·帕拉兰达,1396,1,0.9787186877403682
2508,P·M·施普林格,700,1,0.5275046595699022
2509,P·M·阿贾克普莱,542,2,0.3328284375413539
2510,P·P·科塔里,637,5,0.465711478262114
2511,P·P·赫芬斯坦,178,1,0.5518359480267125
2512,P·S·施莱德,318,1,0.42559172273048923
2513,P·S·派蒙特,2096,1,0.8806846151474534
2514,P·S·皮蒙特,1837,1,0.42187164892785683
2515,P·S·西斯托南,1214,1,0.4926118398311002
2516,P·W·庄,262,1,0.37074712022872797
2517,P·伦兹,469,1,0.4551515246077704
2518,P·伯特兰,238,1,0.6357569426347045
2519,P·佩罗内,210,1,0.3531538205608575
2520,P·克里泽,2522,1,0.8565170881835487
2521,P·克龙瓦尔,448,1,0.40416879567563896
2522,P·兰德,1851,1,0.3329950577400249
2523,P·兹拉格伊,1008,1,0.4665156690100784
2524,P·内贝尔,1585,1,0.40089255019675496
2525,P·冯拉济耶夫斯基,448,1,0.3633829838163424
2526,P·凯福什,1239,4,0.48630123213153553
2527,P·加希奈特,3908,2,0.41213296757171686
2528,P·卡利,49,6,0.617930574142295
2529,P·卡尔松,2865,1,0.38737128278495386
2530,P·卡帕刘,1921,1,0.6346796621938571
2531,P·卡斯凯拉,308,1,0.35704491483383466
2532,P·卡斯帕尔,210,2,0.4196287468171383
2533,P·卡明斯基,1473,1,0.33378673681762433
2534,P·古尔登,189,1,0.39866398129837755
2535,P·古鲁穆尔西,364,2,0.3859481777720615
2536,P·史利南,630,1,0.3197075739452252
2537,P·吉拉尔,500,2,0.549152859815035
2538,P·哈德维格,4244,1,0.7573775815460241
2539,P·哈达,1547,3,0.45140520295936026
2540,P·坎德尔瓦尔,570,1,0.3507112041311295
2541,P·基肖尔巴伊·桑查尼亚,35,1,0.7763581438295414
2542,P·塔辛加,350,2,0.5324274369103553
2543,P·塞特透贝格,1410,1,0.46939540179979544
2544,P·塞瓦提,175,1,0.852915222745557
2545,P·塞维克,350,1,0.38596454848027173
2546,P·夏美特,395,1,0.4891864354732279
2547,P·奇达南达,847,1,0.46080040066919714
2548,P·奥伯曼,1445,1,0.4402593229817048
2549,P·孙塔拉林加姆,1956,1,0.4312242233310329
2550,P·孙达拉姆,2243,2,0.4935216184822586
2551,P·孙达里森,364,1,0.3502185277227087
2552,P·安德里文,714,1,0.570025590140131
2553,P·巴拉卡,259,1,0.8650538670942042
2554,P·布莱斯,1260,1,0.4217237118316196
2555,P·帕帕查恩,77,2,0.4736072180664853
2556,P·帕拉尼萨梅,1428,7,0.38277188052154065
2557,P·库尔邦,2450,1,0.7619999437882642
2558,P·库普曼,1883,1,0.3176520942832285
2559,P·开普兰,938,1,0.36833313318482575
2560,P·戈丁,448,1,0.34120853881178226
2561,P·扎恩,959,1,0.6430232973506534
2562,P·托潘,2198,1,0.38900161960677976
2563,P·拉杜,1295,1,0.32876789912601784
2564,P·拉耶瓦迪,1309,1,0.5391414592692143
2565,P·措贝尔,287,1,0.38307219244716456
2566,P·文蒂米利亚,1095,1,0.47364626173616425
2567,P·斯图尔特,14,1,0.3227786803693554
2568,P·斯坦利-马贝尔,38,3,0.4195736443682954
2569,P·斯科夫,42,1,0.3964912198721335
2570,P·施奈德,469,1,0.6887689599628272
2571,P·施密特,448,1,0.3138364352297472
2572,P·施特尔策,1218,1,0.3384859095639189
2573,P·施耐德,332,1,0.3750083762187384
2574,P·昆兹,563,1,0.32834375057547555
2575,P·明杰乌尔,948,1,0.9732107828962346
2576,P·普拉莫德,735,2,0.34076707373688075
2577,P·普雷勒,129,1,0.8270460748627065
2578,P·杜普利斯,539,1,0.3341891769626631
2579,P·查瓦利,1732,1,0.5840074667527835
2580,P·格丁,329,1,0.7514896532456073
2581,P·梅斯纳,1312,3,0.4345579289731974
2582,P·沃伦伯格,1274,1,0.3447331093707336
2583,P·沙利亚扎德,654,1,0.3290224451787098
2584,P·法韦罗尔,140,1,0.7502412978043845
2585,P·海耶尔,605,1,0.9349543704512899
2586,P·温泽尔,161,1,0.8640905522927305
2587,P·王,2460,1,0.4454885282971959
2588,P·玛杰维斯基,66,1,0.6731528144552615
2589,P·瑟蒂,938,1,0.3735134144649251
2590,P·科兹洛夫斯基,556,2,0.7808887964367887
2591,P·科林,273,1,0.3753814042914971
2592,P·穆昆达恩,189,1,0.7742294048134514
2593,P·米内鲁普,322,1,0.32368220001565257
2594,P·米翰,1736,1,0.3615794297310204
2595,P·绍特尔,339,1,0.3250890279424324
2596,P·维斯瓦纳坦皮莱,227,1,0.33360089045666885
2597,P·肖特,759,1,0.38493663411147394
2598,P·舍拉吉,126,1,0.3610181527203407
2599,P·苏尔蒂,959,1,0.47760427055678695
2600,P·苏提,948,1,0.35999045553009473
2601,P·苏蒂,66,1,0.8908779680640696
2602,P·范·德·费恩,6281,1,0.34134543036119425
2603,P·莫尔恰诺夫,420,2,0.4322418979157963
2604,P·莱恩,1547,1,0.42484011438368113
2605,P·萨米尔卡拉蒂尔,906,1,0.39679087411763453
2606,P·萨蒂,154,5,0.4404702688878415
2607,P·西奥多西斯,1235,1,0.35974777685141174
2608,P·西拉格伊,1092,5,0.4583823647512517
2609,P·谢拉吉,262,1,0.38120401814280297
2610,P·贝特霍尔德,308,1,0.35955386528320327
2611,P·费尔南德斯·奥雷利亚纳,798,1,0.41610818271151007
2612,P·贾妮斯,301,1,0.3168588970475391
2613,P·赞德贝根,420,1,0.3166840335043855
2614,P·辛格哈尔,339,1,0.9328439424230506
2615,P·辛纳格伦,451,2,0.3774913687142566
2616,P·里德,388,3,0.435573140791573
2617,P·里昂,1932,3,0.732796438637919
2618,P·里瓦尔塔,689,1,0.6335653847128829
2619,P·阿内勒夫,1106,1,0.3428888607866406
2620,P·阿夫迪梅塔吉,147,1,0.33421661059733654
2621,P·阿金阿什,1879,1,0.42131295038324906
2622,P·霍鲁布,721,1,0.41673708642431134
2623,P·韦伯,693,1,0.46921629655698205
2624,P·韦勒特,1204,1,0.9526799371192626
2625,P·韦尔斯,1134,1,0.44673140416138063
2626,P·马克思,882,1,0.41802085539305145
2627,P·马赫什瓦里,259,3,0.3845514222565906
2628,P·马齐维斯基,1743,1,0.34726029808822445
2629,P·高,1795,3,0.49471997881853486
2630,P·麦克拉克兰,164,2,0.4144775679438438
2631,Q.张,1351,1,0.40389631102573387
2632,Q.赵,791,2,0.42368499341988436
2633,Q·吴,602,1,0.3412750004924209
2634,Q·王,1463,1,0.37975964916389837
2635,Q·蒋,3796,1,0.35397031232435067
2636,Q·鲁,24,1,0.8860733577724824
2637,Q·齐亚,304,1,0.4320911777924118
2638,R-C·尤尔卡,2177,1,0.3410416636876408
2639,R.A.久尔达,2935,1,0.3677672014848475
2640,R.A.乔普科,2061,2,0.4592091189368453
2641,R.A.帕特瑙德,738,1,0.38996756163558777
2642,R.A.赫拉巴克,1144,1,0.3591582735369553
2643,R.D.戈维卡,1008,1,0.4471250568567919
2644,R.D.陈楚,1372,1,0.3271974493251008
2645,R.E.皮内奥,570,2,0.5643342389998741
2646,R.F.奥斯特豪特,1172,2,0.38073604740012446
2647,R.F.奥斯特霍特,4104,1,0.3424310925433071
2648,R.G.H.冯克肯,1645,1,0.9166706346058335
2649,R.J.基弗,1319,1,0.3178392349950403
2650,R.J.安德雷德,1288,1,0.3394565096432785
2651,R.K.马迪,637,1,0.3285748723514927
2652,R.L.诺伊曼,1736,3,0.4347865611510402
2653,R.M.赫奇特,2327,1,0.3286545998342664
2654,R.P.卡查尔,434,1,0.4418107624083628
2655,R.P.卡查雷,941,1,0.7345428098198484
2656,R.Y.阿斯马,1386,1,0.5111527300447062
2657,R.乔达里,787,1,0.3975043369865972
2658,R.劳斯,3320,1,0.3809333448143738
2659,R.卡拉奇扬,616,1,0.6421027374311683
2660,R.哈特瓦,3320,1,0.3433846033218552
2661,R.塞图,434,2,0.6714794854649886
2662,R.巴斯廷,448,1,0.6075232431058715
2663,R.布罗斯特伦,378,1,0.3608649119786045
2664,R.平卡姆,1095,1,0.4261800691143701
2665,R.库玛,1361,1,0.32269352473146157
2666,R.扎林哈拉姆,133,3,0.8477477786984134
2667,R.拉贾戈帕兰,2240,1,0.31891723756265594
2668,R.泽梅克,1120,2,0.48913174223612577
2669,R.耶尔,1106,1,0.35989485046661507
2670,R.莫拉比托,1179,1,0.6570331810982798
2671,R.蒙泽尔,364,1,0.3206196256929214
2672,R.西科尔斯基,595,1,0.6529598199062772
2673,R.阿列埃夫,1785,1,0.3422053037951392
2674,R.阿列夫,1995,1,0.42175062390572604
2675,R.阿列艾夫,2040,1,0.39004260262359375
2676,R.阿利埃夫,1718,1,0.30362230090819153
2677,R.阿利耶夫,1323,1,0.3196827694750267
2678,R.阿库尔辛,630,1,0.4138720785665169
2679,R.雷谢夫,388,4,0.4493417245161453
2680,R.马里亚尼,2460,1,0.3300722258653217
2681,R.鲍姆加特纳,1673,1,0.3707810018691491
2682,R.鲍威尔,1291,1,0.3405988200855126
2683,R·A·D·范拉滕,616,1,0.7131531685003791
2684,R·A·卡普斯塔,1536,2,0.4977139537895266
2685,R·A·笛兹尤尔达,2522,1,0.6533650483195034
2686,R·A·艾勒森,1120,2,0.6046642818544552
2687,R·A·霍尔米,1624,1,0.45671119470835986
2688,R·B·库利,1606,3,0.6080947274083326
2689,R·C·小巴罗,2592,1,0.6646321548225805
2690,R·C·泰伯,178,1,0.6990113682095707
2691,R·D·西蒙斯三世,1466,1,0.3659149949993355
2692,R·E·格瑞普,1039,1,0.32156044176402
2693,R·H·拉斯霍弗,297,1,0.3623283296412314
2694,R·I·哈穆德,714,1,0.49010683435993385
2695,R·I·德博尤克,1939,1,0.36798004657163946
2696,R·J·卡什勒,1988,1,0.3317611276560086
2697,R·J·小梅西奇,1627,1,0.3627796579443288
2698,R·J·帕夫劳克,504,1,0.3406088617862924
2699,R·J·汉森,360,1,0.32871130582782104
2700,R·J·霍夫曼二世,2215,1,0.32179723497374735
2701,R·K·普里塞,1652,1,0.7035306467701815
2702,R·K·米亚尔,486,1,0.7752087082025438
2703,R·L·加莱拉,1547,1,0.7766303445365716
2704,R·L·史密斯,6414,1,0.33625361490329775
2705,R·L·小沃吉达克伊,2331,1,0.3874464807262368
2706,R·L·布鲁德里克,1704,1,0.3239876937656037
2707,R·L·沃恩,2110,1,0.3502384844236829
2708,R·L·麦克因斯,1466,1,0.40380281221908565
2709,R·M·伊灵,2373,1,0.5497805511390523
2710,R·M·哈里斯,339,1,0.3825443164355992
2711,R·M·威奇,2068,1,0.3876091764291295
2712,R·M·安德烈斯,1008,1,0.34360976878681126
2713,R·M·泰勒,140,2,0.38322423221450586
2714,R·N·埃布埃塔,1449,1,0.4731705135178417
2715,R·N·弗里曼,1004,1,0.3304878135588016
2716,R·O·拉文,2711,1,0.7133473064846328
2717,R·P·布朗,714,2,0.41800285634517564
2718,R·R·N·比尔比,367,12,0.4732663508229358
2719,R·R·布图库里,630,1,0.3453669642677935
2720,R·R·德拉克希尼,1372,1,0.42238054425630744
2721,R·R·斯里尼瓦桑,357,1,0.3582828866854942
2722,R·R·黄,801,1,0.35127143418095635
2723,R·S·约翰森,1652,1,0.332810237930652
2724,R·S·金,2065,2,0.36408290408822264
2725,R·T·凯斯特,686,2,0.34084379993649505
2726,R·T·沃尔,3670,1,0.40366076436899445
2727,R·T·波托夫,35,6,0.6356262958635206
2728,R·W·波恩,115,1,0.32119548286687627
2729,R·Y·耶海兹克尔罗厄卡尔,73,3,0.4812200644506415
2730,R·Y·耶海兹凯罗厄卡,1991,1,0.4460239576722209
2731,R·Z·艾吉斯泽夫斯基,833,1,0.37138045291553196
2732,R·丹利,1088,1,0.3731673785552715
2733,R·亨德森,871,1,0.3671455887706978
2734,R·克里什奈耶,1624,1,0.8067924216935407
2735,R·兰根,875,3,0.36674200328189066
2736,R·凯尔,798,1,0.36608147321859036
2737,R·劳斯特尔,1358,1,0.5348022089059006
2738,R·博多因,140,1,0.594389231976568
2739,R·卡尔加奇,1855,1,0.46677295477757463
2740,R·卡索达斯,1200,1,0.8607677068774462
2741,R·古普塔,45,3,0.40140373129979956
2742,R·哈吉洛,143,1,0.3226987922480481
2743,R·哈恩伦,903,2,0.3714739953877789
2744,R·哈特迈尔,1508,1,0.8331664834754463
2745,R·埃尔巴姆,794,1,0.3656184346504595
2746,R·埃谢尔,777,2,0.3558272224439452
2747,R·埃雷兹,385,1,0.8356459281760306
2748,R·基廷,185,2,0.4085335258776998
2749,R·奎利亚德,469,1,0.997242678842928
2750,R·奎因,42,2,0.6150271648096812
2751,R·奥利韦拉,1155,1,0.3290998147770711
2752,R·奥德尔,2942,1,0.9298235303780253
2753,R·孔达,234,1,0.792620794519334
2754,R·巴拉克里什南,213,1,0.3534515820287155
2755,R·巴比奇,1515,1,0.4353578115783419
2756,R·巴特查里亚,1729,1,0.37703522676983453
2757,R·布拉斯科塞拉诺,507,2,0.36245408783017896
2758,R·帕尔,381,1,0.7362212565642444
2759,R·席门茨,1368,1,0.5
2760,R·弗雷德里希,686,2,0.39024399279651323
2761,R·德伯尼,941,1,0.37203134319366477
2762,R·德博韦,451,1,0.5530780441472236
2763,R·德古奇,5217,1,0.35261053113780516
2764,R·德拉宾斯基,392,1,0.4298541393046431
2765,R·戈文丹,2040,1,0.36379063167745507
2766,R·戴尔蒙特,651,1,0.40184801553345095
2767,R·拉米亚,1515,1,0.4097891185385649
2768,R·拉阿鲁西,84,1,0.6595352270078134
2769,R·拉马努贾姆,693,1,0.34407604484193793
2770,R·施密特,2564,1,0.6591889419908755
2771,R·施特伦茨克,280,1,0.5070598526392566
2772,R·施特拉塞尔,150,1,0.33584810638279466
2773,R·施特里贝尔,1008,1,0.5790166561845722
2774,R·施米尔,409,1,0.7568685941268553
2775,R·普拉萨德,994,1,0.35514935744218395
2776,R·朗,906,1,0.35884905012485785
2777,R·本-伊晒,941,1,0.40063896917384095
2778,R·李,52,1,0.5211570796996882
2779,R·杜因杰尔特本斯,325,1,0.5393303718484725
2780,R·杰尔杰伊,1697,1,0.43998078349297687
2781,R·格里芬,1732,1,0.35250067750564984
2782,R·格雷罗,2012,2,0.6152804159525554
2783,R·森德,1928,10,0.5431718113278532
2784,R·法勒,1284,1,0.3416643507407644
2785,R·波托夫,388,4,0.4558209732737859
2786,R·泰西恩,185,4,0.532197325554259
2787,R·派森,675,1,0.3387242407946355
2788,R·海因德曼,1207,1,0.4133510373391686
2789,R·海雅希,66,1,0.3369474243743563
2790,R·特雷兹,416,1,0.36387860677016626
2791,R·福特,1466,1,0.34774195409352215
2792,R·科宁,1701,1,0.3067501097473386
2793,R·科玛拉,791,1,0.5616084411881493
2794,R·索罗佩尔托,773,1,0.35481963112943804
2795,R·纽曼,66,1,0.41653988197320696
2796,R·维斯布伦,1718,1,0.32454656857219943
2797,R·罗伊特,1753,1,0.3286507955755102
2798,R·罗德里格斯,1704,1,0.5720980929546043
2799,R·罗曼,1365,2,0.3807594545078887
2800,R·罗马纳托,1554,1,0.3664329469954341
2801,R·考施克,1834,1,0.30977390155599266
2802,R·舍丁,1032,1,0.517922939290148
2803,R·苏仁德兰,546,2,0.8413561647223863
2804,R·莫雷托,4034,1,0.3454404598537984
2805,R·莱尼,539,1,0.37464498776898403
2806,R·萨利希,0,2,0.5086991882887284
2807,R·萨加尔,2443,1,0.42059021908124455
2808,R·萨马达尼,1820,1,0.7469080733262699
2809,R·蒂瑟尔,280,1,0.7882858747779771
2810,R·西尔伯特,437,2,0.44681828287267056
2811,R·詹纳斯塔德,644,1,0.33840676055352653
2812,R·诺伊,1466,1,0.3963794869268758
2813,R·诺恩,28,2,0.482488782940515
2814,R·贝伦特,598,1,0.3289243713557547
2815,R·贝拉普卡尔,1722,1,0.3648711568963069
2816,R·费斯,5903,1,0.3437348873209647
2817,R·贾纳德哈纳,1099,1,0.5760164291660144
